"","c1_HuAgeGBsplitRnaseq_34....QGBObyPGBO__"
"1","AC096536.1"
"2","AC109347.2"
"3","AC114947.2"
"4","ACAT2"
"5","AP001347.1"
"6","AP001505.1"
"7","ATP5PF"
"8","BTG2"
"9","CCT8"
"10","DNAJC28"
"11","FADS2"
"12","FCHO1"
"13","FDFT1"
"14","FGFBP3"
"15","FOS"
"16","HMGCS1"
"17","HSD17B7"
"18","HSD17B7P2"
"19","INSIG1"
"20","LSS"
"21","MSMO1"
"22","MVD"
"23","NSDHL"
"24","OLMALINC"
"25","PLEKHA3P1"
"26","PLEKHB1"
"27","RRP1"
"28","SOD1"
"29","SPATC1L"
"30","SREBF1"
"31","TBC1D7"
"32","TMEM97"
