"","c1_HuAgeGBsplitRnaseq_217....NSCbyNPC__"
"1","AIF1L"
"2","ASB6"
"3","CDK5RAP2"
"4","DDX31"
"5","EXOSC2"
"6","FPGS"
"7","GAPVD1"
"8","GLE1"
"9","GOLM1"
"10","GTF3C4"
"11","INIP"
"12","MAN1B1"
"13","MAOA"
"14","NAT1"
"15","NOTCH1"
"16","NUP214"
"17","ODF2"
"18","PHF19"
"19","PNPLA7"
"20","PSMD5"
"21","PTPRJ"
"22","RGS16"
"23","RNU5E-1"
"24","SEC16A"
"25","SLC31A1"
"26","SNX30"
"27","SURF6"
"28","TBC1D13"
"29","TMEM268"
"30","TRAF2"
"31","VAV2"
