"","c1_HuAgeGBsplitRnaseq_19....QGBObyPGBO__"
"1","AC011816.2"
"2","AC012414.6"
"3","AC022167.5"
"4","AC034229.1"
"5","AC068944.1"
"6","AC091799.1"
"7","AC100771.1"
"8","AC106789.1"
"9","AL031121.1"
"10","AL357515.1"
"11","AL441992.1"
"12","AL451142.1"
"13","EPO"
"14","GAPDHP16"
"15","HLA-T"
"16","KBTBD11"
"17","KRT18P52"
"18","MIR320A"
"19","NPM1P12"
"20","PDSS1P2"
"21","RN7SKP66"
"22","RNU1-47P"
"23","RPL23AP35"
"24","RPL7AP30"
"25","RPL7L1P9"
"26","RPS10P3"
"27","YBX2P1"
