"","c1_HuAgeGBsplitRnaseq_681....NPCbyNSC__"
"1","ARL3"
"2","BCAN"
"3","BLOC1S2"
"4","CAMK2G"
"5","CCSER2"
"6","CHUK"
"7","CUEDC2"
"8","FAM13C"
"9","FRAT1"
"10","FRAT2"
"11","KCNIP2"
"12","LDB1"
"13","LZTS2"
"14","MINPP1"
"15","PARG"
"16","PCGF6"
"17","PHYHIPL"
"18","PXDN"
"19","S100A10"
"20","SLC1A3"
"21","SORBS1"
"22","TNKS2"
"23","ZFYVE27"
