"","c1_HuAgeGBsplitRnaseq_188....QNPbyTAP__"
"1","AGTRAP"
"2","B3GALT6"
"3","CPTP"
"4","DFFB"
"5","EIF4G2"
"6","ERI2"
"7","ERRFI1"
"8","FBXL19"
"9","FBXO6"
"10","GSX1"
"11","ICMT"
"12","KLHL21"
"13","LUC7L3"
"14","MAFK"
"15","MANEA"
"16","NECAP2"
"17","NEU1"
"18","NMNAT1"
"19","OSTM1"
"20","PEF1"
"21","PGM3"
"22","PINK1"
"23","PQLC2"
"24","RNF166"
"25","SKI"
"26","SLC35D1"
"27","STXBP1"
"28","THBS2"
"29","USP22"
"30","WSB1"
