"","c1_HuAgeGBsplitRnaseq_153....QNPbyTAP__"
"1","ACSF2"
"2","BRIP1"
"3","CDK12"
"4","FKBP10"
"5","GPATCH8"
"6","HAP1"
"7","KANSL1"
"8","KAT2A"
"9","LRRC59"
"10","MBTD1"
"11","MED1"
"12","NR2F2"
"13","P3H4"
"14","PDK2"
"15","PHOSPHO1"
"16","PLEKHM1"
"17","SCPEP1"
"18","SGCA"
"19","SLC35B1"
"20","SLC46A1"
"21","TADA2A"
"22","TTL"
"23","UTP18"
"24","XYLT2"
