"","c1_HuAgeGBsplitRnaseq_501....NSCbyNPC__"
"1","ARHGAP25"
"2","C5AR2"
"3","C6orf118"
"4","CASS4"
"5","CCL7"
"6","CFP"
"7","CSF2RB"
"8","ETS2"
"9","GPR160"
"10","IFNGR1"
"11","IL1RN"
"12","JAK1"
"13","KMO"
"14","KRT6B"
"15","LRPPRC"
"16","MNDA"
"17","MSH2"
"18","NECTIN4"
"19","NLRC4"
"20","PLEK"
"21","RHBDL3"
"22","RHOH"
"23","SCARF1"
"24","SLC16A10"
"25","TGIF1"
"26","TNFAIP8"
