"","c1_HuAgeGBsplitRnaseq_1364....PSVZbyQSVZ__"
"1","AARD"
"2","ACAN"
"3","CACNA1B"
"4","CDCA7"
"5","DUOXA1"
"6","EPCAM"
"7","FGD5"
"8","LHFPL5"
"9","PCSK5"
"10","PDIK1L"
"11","PDZRN4"
"12","PPP2R3B"
"13","PRX"
"14","RND3"
"15","RNF19B"
"16","SH3KBP1"
"17","SYT17"
"18","TCF15"
"19","TERT"
"20","TLE1"
"21","WNT2B"
