"","c1_HuAgeGBsplitRnaseq_338....QGBObyPGBO__"
"1","AC008154.2"
"2","AC018553.2"
"3","AC100812.1"
"4","AC105129.2"
"5","AC253536.4"
"6","AL022316.1"
"7","AL121782.1"
"8","AL391987.4"
"9","AL591926.3"
"10","AL935212.1"
"11","AP000253.1"
"12","AP003041.1"
"13","EEF1GP7"
"14","FSCN2"
"15","IRX3"
"16","NPM1P47"
"17","NUDT7"
"18","OR52A1"
"19","RN7SKP106"
"20","RN7SKP185"
"21","RN7SL163P"
"22","RNU1-1"
