"","c1_HuAgeGBsplitRnaseq_156....QGBCbyPGBC__"
"1","AC026471.1"
"2","AC026471.4"
"3","AC093297.2"
"4","AC133552.4"
"5","AC137695.2"
"6","ACTN2"
"7","AL117348.2"
"8","AL162595.1"
"9","AL359510.2"
"10","FAM89A"
"11","IRF2BP2"
"12","ITPKB"
"13","LINC02175"
"14","MRPL55"
"15","NTPCR"
"16","OAF"
"17","RAB3D"
"18","RNF187"
"19","SCML2P2"
"20","TARBP1"
"21","ZNF496"
