"","c1_HuAgeGBsplitRnaseq_192....NPCbyNSC__"
"1","ARNTL"
"2","B4GALNT4"
"3","BRSK2"
"4","CASP6"
"5","CD151"
"6","CD81"
"7","CHL1"
"8","COMMD3"
"9","DUSP8"
"10","GABBR1"
"11","ILK"
"12","LBHD1"
"13","LRCH2"
"14","OLFM1"
"15","OSBPL5"
"16","PAM"
"17","PLA2G12A"
"18","POLR2L"
"19","PROX1"
"20","PSMA1"
"21","SCT"
"22","SH3BGR"
"23","SIGIRR"
"24","SIRT3"
"25","SLC25A22"
"26","TMEM41B"
"27","TMEM9B"
