"","c1_HuAgeGBsplitRnaseq_1211....QGBObyPGBO__"
"1","AC021087.4"
"2","AL121583.1"
"3","BARX1"
"4","BCAS4"
"5","CYP2W1"
"6","DLX2-AS1"
"7","EFNB1"
"8","FAM213A"
"9","FOXA1"
"10","LINC01023"
"11","LINC01976"
"12","LINC01993"
"13","MSI1"
"14","NKAIN1"
"15","NKX2-3"
"16","PCK1"
"17","RUNDC3A-AS1"
"18","SLC9A4"
