"","c1_HuAgeGBsplitRnaseq_214....QSVZbyPSVZ__"
"1","ATP6V1E1"
"2","BCR"
"3","CCDC157"
"4","COMT"
"5","DDT"
"6","DGCR2"
"7","EMID1"
"8","FBXO7"
"9","GNB1L"
"10","HPS4"
"11","IL17RA"
"12","KREMEN1"
"13","LIMK2"
"14","MAPK1"
"15","OSBP2"
"16","P2RX6"
"17","PEX26"
"18","PI4KA"
"19","PIK3IP1"
"20","PISD"
"21","PPIL2"
"22","RAB36"
"23","RHBDD3"
"24","RNF215"
"25","SFI1"
"26","SNAP29"
"27","TBC1D10A"
"28","TCN2"
"29","TFIP11"
"30","TMEM191C"
"31","TOM1"
"32","TPST2"
"33","ZNRF3"
