"","c1_HuAgeGBsplitRnaseq_291....PGBCbyQGBC__"
"1","AC009533.1"
"2","AC022916.1"
"3","AC025176.1"
"4","AC069499.1"
"5","AC099850.2"
"6","AC117498.2"
"7","AC141557.1"
"8","AC141557.2"
"9","AL138760.1"
"10","ANO10"
"11","ARHGAP11A"
"12","ARHGEF39"
"13","ASF1B"
"14","ASPM"
"15","ATG4A"
"16","ATP11C"
"17","AUNIP"
"18","AURKA"
"19","AURKB"
"20","BIRC5"
"21","BRCA2"
"22","BUB1"
"23","BUB1B"
"24","C17orf53"
"25","C2orf48"
"26","CCDC18"
"27","CCNA2"
"28","CCNB1"
"29","CCNB2"
"30","CDC20"
"31","CDC25C"
"32","CDCA2"
"33","CDCA5"
"34","CDCA8"
"35","CDK1"
"36","CDKN3"
"37","CDT1"
"38","CENPA"
"39","CENPE"
"40","CENPF"
"41","CENPI"
"42","CENPW"
"43","CEP152"
"44","CEP55"
"45","CIP2A"
"46","CKAP2L"
"47","CLSPN"
"48","COL5A3"
"49","DDX12P"
"50","DEPDC1"
"51","DEPDC1B"
"52","DLGAP5"
"53","E2F1"
"54","E2F2"
"55","ECT2"
"56","ERCC6"
"57","ESCO2"
"58","ESPL1"
"59","FANCB"
"60","FANCD2"
"61","FANCI"
"62","GAS2L3"
"63","GDPD2"
"64","GINS1"
"65","GINS2"
"66","GINS4"
"67","HAUS8"
"68","HJURP"
"69","HMGB1P1"
"70","HMGB2"
"71","HMMR"
"72","IL13RA1"
"73","INCENP"
"74","IQGAP3"
"75","KIF11"
"76","KIF14"
"77","KIF15"
"78","KIF18A"
"79","KIF18B"
"80","KIF20A"
"81","KIF20B"
"82","KIF23"
"83","KIF24"
"84","KIF2C"
"85","KIF4A"
"86","KIFC1"
"87","KNL1"
"88","KNSTRN"
"89","LCTL"
"90","LENG9"
"91","MAD2L1"
"92","MELK"
"93","MKI67"
"94","MND1"
"95","MORC4"
"96","MTFR2"
"97","MXD3"
"98","MYBL2"
"99","NAP1L2"
"100","NCAPG"
"101","NCAPH"
"102","NCEH1"
"103","NDC80"
"104","NEIL3"
"105","NEK2"
"106","NPM1P9"
"107","NUF2"
"108","NUSAP1"
"109","OIP5"
"110","OLFM2"
"111","ORC1"
"112","ORC6"
"113","PBK"
"114","PIF1"
"115","PIMREG"
"116","PKMYT1"
"117","PLK1"
"118","PLK4"
"119","POLA1"
"120","POLA2"
"121","POLE2"
"122","POLQ"
"123","PRR11"
"124","PTTG1"
"125","RACGAP1"
"126","RAD54L"
"127","REEP4"
"128","RTKN2"
"129","SGMS1-AS1"
"130","SGO2"
"131","SHCBP1"
"132","SKA1"
"133","SKA3"
"134","SLFN5"
"135","SPC24"
"136","SPC25"
"137","STIL"
"138","TK1"
"139","TMPOP2"
"140","TNFSF4"
"141","TOP2A"
"142","TPX2"
"143","TROAP"
"144","TTK"
"145","UBE2C"
"146","UBE2T"
"147","WDHD1"
"148","XRCC2"
"149","ZGRF1"
"150","ZWILCH"
"151","ZWINT"
