"","c1_HuAgeGBsplitRnaseq_291....PGBObyQGBO__"
"1","AC022916.1"
"2","AC025176.1"
"3","AC069499.1"
"4","AC141557.1"
"5","AL157400.3"
"6","AUNIP"
"7","CKAP2L"
"8","COL5A3"
"9","DDX12P"
"10","E2F7"
"11","FANCD2"
"12","GDPD2"
"13","IQGAP3"
"14","NAP1L2"
"15","NPM1P9"
"16","SLFN5"
"17","TMPOP2"
"18","ZWINT"
