"","c1_HuAgeGBsplitRnaseq_40....NSCbyNPC__"
"1","AGO2"
"2","ASAP1"
"3","BOP1"
"4","CPSF1"
"5","DSCC1"
"6","EXT1"
"7","GPR153"
"8","HSF1"
"9","MROH1"
"10","MTBP"
"11","NSMCE2"
"12","NUDCD1"
"13","PLEKHG5"
"14","PTP4A3"
"15","RAD21"
"16","RECQL4"
"17","SCRIB"
"18","SLC45A4"
"19","TBC1D31"
"20","TONSL"
"21","TRAPPC9"
"22","WASHC5"
"23","ZC3H3"
"24","ZHX2"
"25","ZNF34"
