"","c1_HuAgeGBsplitRnaseq_8....PGBObyQGBO__"
"1","AC010203.2"
"2","AC073611.1"
"3","AC099518.4"
"4","AC108667.1"
"5","ACHE"
"6","AL021368.1"
"7","AL162497.1"
"8","AL391646.1"
"9","ANKRD10"
"10","AP000866.2"
"11","ATP5PBP5"
"12","DPP7"
"13","FAM105A"
"14","HIST1H4D"
"15","IRS2"
"16","KCNC4-AS1"
"17","KCNK10"
"18","LINC00565"
"19","MEIS1-AS3"
"20","MRC2"
"21","MYO15B"
"22","PPIAP54"
"23","RDH10"
"24","SH3RF3-AS1"
"25","SLC12A5-AS1"
"26","TMEM86A"
"27","TXNP4"
