"","c1_HuAgeGBsplitRnaseq_27....QGBObyPGBO__"
"1","AC002524.1"
"2","AC010733.1"
"3","AC022417.1"
"4","AC079949.1"
"5","AL049597.2"
"6","ATP5PB"
"7","DPH5"
"8","EIF2B3"
"9","EIF2B4"
"10","EIF3I"
"11","FKBP7"
"12","GNG5"
"13","LSM10"
"14","MANEAL"
"15","MRPL37"
"16","MRPS15"
"17","MYCL"
"18","NFIA"
"19","PRADC1"
"20","QPRT"
"21","RSL1D1"
"22","TMEM39B"
"23","WDR77"
