"","c1_HuAgeGBsplitRnaseq_153....QGBCbyPGBC__"
"1","AC005288.1"
"2","AC005332.2"
"3","AC005920.4"
"4","AC006449.6"
"5","AC007114.1"
"6","AC015909.2"
"7","AC079922.2"
"8","AC131212.1"
"9","GAST"
"10","HAP1"
"11","KAT2A"
"12","NME1-NME2"
"13","PLEKHM1"
"14","RF00561"
"15","RNA5SP433"
"16","RNY4"
"17","RSAD1"
"18","TEK"
