"","c1_HuAgeGBsplitRnaseq_287....NSCbyNPC__"
"1","ANXA6"
"2","BNIP1"
"3","CLINT1"
"4","DDX41"
"5","GNPDA1"
"6","GRK6"
"7","HNRNPA3"
"8","KIF1C"
"9","LMAN2"
"10","LMNB1"
"11","MGAT1"
"12","NEURL1B"
"13","NHP2"
"14","NPC2"
"15","NR3C1"
"16","RNF130"
"17","RNF145"
"18","STK10"
"19","TBC1D9B"
"20","TNIP1"
"21","TRIM41"
"22","ZNF354A"
