"","c1_HuAgeGBsplitRnaseq_291....QGBObyPGBO__"
"1","AC005332.8"
"2","AC009533.2"
"3","AC099850.2"
"4","AC100847.1"
"5","AL008635.1"
"6","ARHGEF39"
"7","BIRC5"
"8","CCNB1"
"9","CCNB2"
"10","CDC20"
"11","CDC25C"
"12","CENPE"
"13","HMGB1P1"
"14","KIF20A"
"15","LCTL"
"16","LENG9"
"17","PIF1"
"18","PIMREG"
"19","PLK1"
"20","PRR11"
"21","PTTG1"
