"","c1_HuAgeGBsplitRnaseq_757....NSCbyNPC__"
"1","CENPM"
"2","CERK"
"3","CRELD2"
"4","GTSE1"
"5","L3MBTL2"
"6","LMF2"
"7","MAPK11"
"8","NCAPH2"
"9","NPTXR"
"10","NUP50"
"11","PACSIN2"
"12","PLXNB2"
"13","RANGAP1"
"14","SAMM50"
"15","SDF2L1"
"16","TBC1D22A"
"17","TOB2"
"18","TRABD"
"19","TUBGCP6"
"20","XPNPEP3"
