"","c1_HuAgeGBsplitRnaseq_62....NSCbyNPC__"
"1","ACTL6A"
"2","ARHGAP31"
"3","CDV3"
"4","DBR1"
"5","DNAJC13"
"6","GMPS"
"7","GTF2E1"
"8","HMCES"
"9","MFSD1"
"10","MSL2"
"11","NAA50"
"12","NCK1"
"13","NEPRO"
"14","PLA2G4A"
"15","RABL3"
"16","RPN1"
"17","RUVBL1"
"18","SEC61A1"
"19","SERP1"
"20","SIAH2"
"21","SNX4"
"22","TBL1XR1"
"23","TFG"
"24","TOPBP1"
"25","TRA2B"
"26","UMPS"
"27","YEATS2"
