"","c1_HuAgeGBsplitRnaseq_44....QNPbyTAP__"
"1","AK3"
"2","CDC37L1"
"3","CLTA"
"4","CREB3"
"5","ERMP1"
"6","GLDC"
"7","HINT2"
"8","JAK2"
"9","KANK1"
"10","KIAA2026"
"11","NOL6"
"12","PLGRKT"
"13","RANBP6"
"14","RCL1"
"15","RECK"
"16","RFX3"
"17","RIC1"
"18","RPP25L"
"19","SMARCA2"
"20","TESK1"
"21","TLN1"
"22","TMEM8B"
"23","VLDLR"
