"","c1_HuAgeGBsplitRnaseq_776....PSVZbyQSVZ__"
"1","BTF3"
"2","COX7C"
"3","EIF3D"
"4","EIF3L"
"5","FAU"
"6","FBL"
"7","HMGXB4"
"8","NIPSNAP1"
"9","NME4"
"10","PIDD1"
"11","RBFOX2"
"12","RPL10A"
"13","RPL14"
"14","RPL19"
"15","RPL22"
"16","RPL27"
"17","RPL35"
"18","RPL37A"
"19","RPL38"
"20","RPL4"
"21","RPLP2"
"22","RPS14"
"23","RPS15A"
"24","RPS19"
"25","RPS24"
"26","RPS27"
"27","RPS5"
"28","RPS6"
"29","SEC11A"
"30","TUBB4B"
"31","TXN2"
"32","UBXN1"
"33","WDR73"
"34","ZNF131"
