"","c1_HuAgeGBsplitRnaseq_228....TAPbyQNP__"
"1","ARSK"
"2","ATG12"
"3","BRD8"
"4","CCNH"
"5","CDC23"
"6","CEP120"
"7","CHD1"
"8","DMXL1"
"9","DNAJC18"
"10","FBXO38"
"11","LNPEP"
"12","NDST1"
"13","NMD3"
"14","PCYOX1L"
"15","PPIP5K2"
"16","SLC25A46"
"17","SLC26A2"
"18","SMAD5"
"19","STK32A"
"20","TCERG1"
"21","TMEM161B"
"22","TTC37"
"23","UTP15"
"24","WDR36"
