"","c1_HuAgeGBsplitRnaseq_59....NSCbyNPC__"
"1","ACTN1"
"2","ARF6"
"3","CBFB"
"4","CMTM3"
"5","CPSF2"
"6","DGLUCY"
"7","DLST"
"8","ECM1"
"9","ELMSAN1"
"10","ERH"
"11","EXOC5"
"12","GLRX5"
"13","GTF2A1"
"14","IFI27L2"
"15","MAPK1IP1L"
"16","MTHFD1"
"17","NDC1"
"18","OTUB2"
"19","PAPOLA"
"20","RIOX2"
"21","SEL1L"
"22","SGPP1"
"23","SIPA1L1"
"24","SLC38A6"
"25","SLC39A9"
"26","SPTLC2"
"27","TDP1"
"28","TMEM229B"
"29","TMX1"
"30","UBR7"
"31","VCPKMT"
"32","WDR89"
"33","ZFP36L1"
