"","c1_HuAgeGBsplitRnaseq_193....NSCbyNPC__"
"1","ACP2"
"2","API5"
"3","ARFGAP2"
"4","CARS"
"5","CCDC34"
"6","CHRDL1"
"7","CKAP5"
"8","DEPDC7"
"9","DGKZ"
"10","FAR1"
"11","HPS5"
"12","HTATIP2"
"13","KIAA1549L"
"14","MADD"
"15","METTL15"
"16","NAT10"
"17","NUCB2"
"18","NUP160"
"19","NUP98"
"20","PIK3C2A"
"21","PXK"
"22","RBMX"
"23","SCLT1"
"24","SLC35C1"
"25","TRAF6"
"26","UEVLD"
