"","c1_HuAgeGBsplitRnaseq_1417....NPCbyNSC__"
"1","ARHGAP29"
"2","C1QTNF12"
"3","CNRIP1"
"4","COX7A1"
"5","DAGLA"
"6","DOCK10"
"7","FMO1"
"8","FZD8"
"9","GLUD2"
"10","LGALSL"
"11","LIMCH1"
"12","MAP4K2"
"13","NPPC"
"14","PLAGL1"
"15","PREX2"
"16","SERINC2"
"17","SERTAD4"
"18","SOX7"
"19","TSPAN7"
"20","WLS"
