"","c1_HuAgeGBsplitRnaseq_338....QGBCbyPGBC__"
"1","AC016957.2"
"2","AC022182.2"
"3","AC022868.1"
"4","AC073255.1"
"5","AC100812.1"
"6","AC125807.1"
"7","ADAM22"
"8","AL121782.1"
"9","AL137026.1"
"10","AL590004.3"
"11","AL603832.2"
"12","AP000253.1"
"13","AP003355.3"
"14","C17orf97"
"15","FSCN2"
"16","HLA-W"
"17","HPD"
"18","KIAA1024"
"19","MIR4514"
"20","NPAS1"
"21","NPM1P47"
"22","OR52A1"
"23","RGS9BP"
"24","RN7SKP106"
"25","RNA5SP41"
"26","RNU6-947P"
"27","SH3BP1"
"28","UPK3B"
"29","WNT8B"
