"","c1_HuAgeGBsplitRnaseq_20....QNPbyTAP__"
"1","ANXA2"
"2","AP3B2"
"3","ATAD5"
"4","BCL6"
"5","C1R"
"6","C2CD2"
"7","CAPN1"
"8","CCT7"
"9","CDIP1"
"10","CSRP1"
"11","GRK2"
"12","ID1"
"13","ID2"
"14","ID3"
"15","KDM2A"
"16","LSAMP"
"17","MGARP"
"18","PCSK6"
"19","SLC1A1"
"20","SPATA6L"
"21","TMEM135"
"22","TNFRSF21"
"23","TNKS1BP1"
"24","XBP1"
"25","ZBTB21"
"26","ZDHHC5"
"27","ZNF428"
