"","c1_HuAgeGBsplitRnaseq_193....NPCbyNSC__"
"1","ALKBH3"
"2","APBB1"
"3","ARFIP2"
"4","ATG13"
"5","COMMD9"
"6","CRY2"
"7","DKK3"
"8","FANCF"
"9","FJX1"
"10","FNBP4"
"11","IMMP1L"
"12","KDM4D"
"13","LGR4"
"14","LRP4"
"15","MAPK8IP1"
"16","MDK"
"17","MT3"
"18","NDUFS3"
"19","NR1H3"
"20","PAX6"
"21","PEX16"
"22","PRDM11"
"23","RCN1"
"24","RIC3"
"25","SLC39A13"
"26","SMPD1"
"27","TALDO1"
"28","TCP11L1"
"29","TRIM3"
"30","TRIM68"
