"","c1_HuAgeGBsplitRnaseq_31....QGBObyPGBO__"
"1","AC060814.3"
"2","AC136632.1"
"3","ADD2"
"4","ARHGDIG"
"5","ATCAY"
"6","ATP2B3"
"7","B3GNT4"
"8","BMP7"
"9","BTF3P4"
"10","C1orf115"
"11","CAMKK1"
"12","CAMKV"
"13","CREG2"
"14","DUSP22"
"15","ESPN"
"16","KCNAB2"
"17","KCNQ2"
"18","LINC02458"
"19","NEFL"
"20","NEFM"
"21","PDIA2"
"22","PRAF2"
"23","PYROXD2"
"24","RAB3A"
"25","RASD2"
"26","RHOBTB2"
"27","SH2D5"
"28","SLC32A1"
"29","SOWAHB"
"30","SSR4"
"31","WFIKKN1"
"32","Z69733.1"
