"","c1_HuAgeGBsplitRnaseq_214....QGBObyPGBO__"
"1","AC004264.2"
"2","AC004982.2"
"3","AC006547.1"
"4","AC006946.2"
"5","AC006946.3"
"6","AC007663.3"
"7","AP000350.6"
"8","ARVCF"
"9","CABIN1"
"10","CCDC188"
"11","DDT"
"12","EMID1"
"13","GNB1L"
"14","HDHD5"
"15","KREMEN1"
"16","PES1"
"17","PIK3IP1"
"18","SLC25A1"
"19","TMEM191C"
"20","UQCR10"
"21","ZMAT5"
"22","ZNF74"
