"","c1_HuAgeGBsplitRnaseq_192....QGBObyPGBO__"
"1","AC022762.2"
"2","AC104306.1"
"3","AF250324.1"
"4","AL139413.1"
"5","BRSK2"
"6","C11orf42"
"7","CASP6"
"8","CTBP2P1"
"9","EIF3F"
"10","EIF3FP3"
"11","HFE"
"12","HRAS"
"13","MCUB"
"14","MRPL23"
"15","PANO1"
"16","POLR2L"
"17","RASSF7"
"18","RHOQP2"
"19","RNA5SP242"
"20","RPL27A"
"21","SH3BGR"
"22","STC2"
"23","TH"
"24","TSSC2"
"25","TSSC4"
