"","c1_HuAgeGBsplitRnaseq_40....QGBObyPGBO__"
"1","AC016405.2"
"2","AC090506.2"
"3","AC122713.2"
"4","AC234917.1"
"5","ARHGAP39"
"6","BOP1"
"7","CYC1"
"8","EXOSC4"
"9","HIPK1-AS1"
"10","KHK"
"11","MFSD3"
"12","MRPL13"
"13","NDUFB9"
"14","PTP4A3"
"15","PUF60"
"16","PYCR3"
"17","RPL8"
"18","SYBU"
"19","TOP1MT"
