"","c1_HuAgeGBsplitRnaseq_293....NSCbyNPC__"
"1","ACADS"
"2","ARL5B"
"3","BMS1"
"4","CALHM2"
"5","CCNY"
"6","CYP27A1"
"7","DCLRE1C"
"8","GDI2"
"9","HNRNPF"
"10","HSPA14"
"11","ITPRIPL1"
"12","LARP4B"
"13","MASTL"
"14","MCM10"
"15","MLLT10"
"16","NUDT5"
"17","OTOR"
"18","PITRM1"
"19","SEPHS1"
"20","SUV39H2"
"21","TAF3"
"22","UPF2"
"23","ZEB1"
