"","c1_HuAgeGBsplitRnaseq_349....QGBCbyPGBC__"
"1","AC007224.2"
"2","AC073111.5"
"3","AC092681.3"
"4","AC126915.2"
"5","AL022334.2"
"6","ATP6V0E2-AS1"
"7","CCDC93"
"8","DMTN"
"9","HAPLN3"
"10","KRBA1"
"11","LINC00648"
"12","NSUN5"
"13","SLC25A41"
"14","USP54"
"15","ZNF746"
"16","ZNF767P"
"17","ZNF862"
