"","c1_HuAgeGBsplitRnaseq_60....PGBObyQGBO__"
"1","AC004918.1"
"2","AC005076.1"
"3","AC026979.3"
"4","AC027644.1"
"5","AC078842.1"
"6","AC093458.1"
"7","AC104785.1"
"8","DGKI"
"9","EFCAB14"
"10","EIF4E3"
"11","HNRNPCP7"
"12","LINC01004"
"13","LSMEM1"
"14","LTB4R"
"15","MBLAC1"
"16","NAT16"
"17","PAXIP1-AS2"
"18","PSMC2"
"19","PTN"
"20","PTPRZ1"
"21","RPL23AP95"
"22","SCG2"
"23","TAS1R3"
"24","TCAF1P1"
"25","TMEM225B"
"26","TRIP6"
"27","VGF"
"28","WEE2-AS1"
"29","ZNF425"
