"","c1_HuAgeGBsplitRnaseq_450....NSCbyNPC__"
"1","AMDHD1"
"2","AMMECR1"
"3","APOBEC3H"
"4","BABAM2"
"5","CD38"
"6","DPH6"
"7","EHBP1L1"
"8","GEMIN6"
"9","ITGB1BP2"
"10","MAN1A1"
"11","ME3"
"12","METTL25"
"13","NRIP1"
"14","PLPPR4"
"15","PPM1H"
"16","PRELID2"
"17","PTBP3"
"18","RBM3"
"19","RREB1"
"20","SALL1"
"21","SNTB2"
"22","SNX29"
"23","SSH2"
"24","SUSD1"
"25","SZRD1"
"26","XYLT1"
"27","ZRANB3"
