"","c1_HuAgeGBsplitRnaseq_56....QGBObyPGBO__"
"1","AC110597.1"
"2","AP000894.4"
"3","AP005432.2"
"4","ATP5F1A"
"5","BMP4"
"6","C18orf32"
"7","C18orf65"
"8","CTDP1"
"9","CYB5A"
"10","DAPK1"
"11","HSBP1L1"
"12","LINC01896"
"13","PQLC1"
"14","PRELID3A"
"15","PTPN2"
"16","RAB33A"
"17","RTCA-AS1"
"18","SALL3"
"19","SDSL"
"20","SNRPD1"
"21","TXNL4A"
"22","WNK2"
