"","c1_HuAgeGBsplitRnaseq_450....QNPbyTAP__"
"1","ACSL6"
"2","ADCY5"
"3","ASIC2"
"4","C17orf58"
"5","CPEB1"
"6","CRTC3"
"7","DPYSL3"
"8","EML2"
"9","EMX2"
"10","LFNG"
"11","MAP3K3"
"12","MKRN3"
"13","NLK"
"14","NRIP1"
"15","SAXO2"
"16","SPARC"
"17","SPECC1"
"18","SSH2"
"19","TANC2"
"20","TMEM177"
"21","XYLT1"
