"","c1_HuAgeGBsplitRnaseq_1177....NPCbyNSC__"
"1","ACHE"
"2","ARHGEF19"
"3","ARL5C"
"4","ASXL3"
"5","BACH2"
"6","BHLHE22"
"7","CARS2"
"8","CCDC88C"
"9","DERL3"
"10","DMC1"
"11","ELAVL2"
"12","EMX1"
"13","FUT9"
"14","FXYD7"
"15","GDPD5"
"16","HOPX"
"17","KRT15"
"18","PALMD"
"19","PPM1L"
"20","PTPRF"
"21","SEMA3C"
"22","SH3RF3"
"23","SLC17A6"
"24","SNAP91"
"25","SORL1"
"26","SPINK2"
"27","SVIP"
"28","TMEM215"
"29","TMEM74"
"30","WNT7A"
