"","c1_HuAgeGBsplitRnaseq_163....QNPbyTAP__"
"1","BTG1"
"2","CCNJL"
"3","CDC42EP1"
"4","CDR2L"
"5","CPT1A"
"6","ELL"
"7","HOMER3"
"8","HUNK"
"9","KCNC3"
"10","KHNYN"
"11","LRCH1"
"12","MYH14"
"13","NFKBIE"
"14","P2RX4"
"15","PARVA"
"16","PRKCB"
"17","RAPGEF6"
"18","SCN1B"
"19","SLC36A1"
"20","SLC3A1"
"21","TPM4"
