"","c1_HuAgeGBsplitRnaseq_39....PGBCbyQGBC__"
"1","AC012513.3"
"2","AC092354.1"
"3","AC092354.2"
"4","AC093535.2"
"5","AC104118.1"
"6","AC108693.2"
"7","AC109454.2"
"8","AC123595.1"
"9","AGGF1"
"10","AL359715.3"
"11","AL359715.4"
"12","ALDH2"
"13","AP3S1"
"14","ARRDC3"
"15","ARSK"
"16","ASNSD1"
"17","BCKDHB"
"18","BRD8"
"19","C5orf15"
"20","C5orf24"
"21","CANX"
"22","CCT7P2"
"23","CDC23"
"24","CDKN2AIPNL"
"25","CETN3"
"26","CIR1"
"27","COMMD10"
"28","CTNNA1"
"29","DCP2"
"30","DDX46"
"31","DHX29"
"32","DOK3"
"33","ETF1"
"34","F2RL1"
"35","FAH"
"36","FAM168B"
"37","G3BP1"
"38","GEMIN5"
"39","GRAMD2B"
"40","H2AFY"
"41","HARS"
"42","HDAC3"
"43","HNRNPA0"
"44","HSD17B4"
"45","HSPA4"
"46","HSPB8"
"47","IK"
"48","ISOC1"
"49","KIAA0141"
"50","KLHL23"
"51","LARS"
"52","LINC01963"
"53","LRRCC1"
"54","LYSMD3"
"55","MAP3K2"
"56","MATR3"
"57","MMADHC"
"58","MOSMO"
"59","MRPL22"
"60","NDST1"
"61","NFATC4"
"62","NMD3"
"63","NR2F1"
"64","NUDCD2"
"65","OLA1"
"66","ORC4"
"67","OXCT1"
"68","PAIP1"
"69","PCBD2"
"70","PCDHB2"
"71","PFDN1"
"72","PHAX"
"73","POLR3G"
"74","PPIG"
"75","PPIP5K2"
"76","PRKAA1"
"77","PRKAR2B"
"78","PRPF40A"
"79","PWWP2A"
"80","RAB3GAP1"
"81","RARS"
"82","RPSAP72"
"83","SGTB"
"84","SHMT1"
"85","SKP1"
"86","SMIM15"
"87","SNX18"
"88","SPDL1"
"89","SQSTM1"
"90","SREK1IP1"
"91","SRFBP1"
"92","SRP19"
"93","SSB"
"94","STK32A"
"95","STK32A-AS1"
"96","SUB1"
"97","TCOF1"
"98","TDGF1P7"
"99","TMEM167A"
"100","TRANK1"
"101","TSLP"
"102","TTC1"
"103","TTPA"
"104","UBE2D2"
"105","UBLCP1"
"106","UBTF"
"107","UTP15"
"108","VCAN"
"109","VDAC1"
"110","YTHDC2"
"111","ZC3H15"
"112","ZCCHC10"
