"","c1_HuAgeGBsplitRnaseq_46....NPCbyNSC__"
"1","B9D1"
"2","BGN"
"3","BRSK1"
"4","CACNG7"
"5","CACNG8"
"6","ISOC2"
"7","LMTK3"
"8","LRRC4B"
"9","MYPOP"
"10","NAT14"
"11","NOVA2"
"12","PPP1R12C"
"13","PRR12"
"14","RTN2"
"15","SPACA6"
"16","TFPT"
"17","ZNF160"
"18","ZNF329"
"19","ZNF444"
"20","ZNF582"
"21","ZNF583"
"22","ZNF845"
"23","ZSCAN18"
