"","c1_HuAgeGBsplitRnaseq_155....PGBObyQGBO__"
"1","AC005332.1"
"2","AC015912.3"
"3","AC025048.2"
"4","AC046185.2"
"5","AC098484.2"
"6","AL390729.2"
"7","ARHGAP27P1-BPTFP1-KPNA2P3"
"8","CLTC"
"9","EPX"
"10","HEXIM1"
"11","MIS18A-AS1"
"12","MORF4L2-AS1"
"13","NXPH3"
"14","QRFP"
"15","QRICH2"
"16","SSSCA1-AS1"
"17","VMP1"
