"","c1_HuAgeGBsplitRnaseq_1513....NSCbyNPC__"
"1","ARHGAP4"
"2","ARHGAP9"
"3","CLEC4M"
"4","CMTM7"
"5","ELL"
"6","EPHA1"
"7","FAM72B"
"8","GPRC5C"
"9","IL16"
"10","INHBB"
"11","ITGA4"
"12","KLHL3"
"13","LINGO4"
"14","ORC2"
"15","P2RX4"
"16","PDE1A"
"17","RAPGEF6"
"18","SLC36A1"
"19","SRGAP2C"
"20","STARD5"
"21","TPM4"
"22","ZNF217"
