"","c1_HuAgeGBsplitRnaseq_160....NPCbyNSC__"
"1","BMPER"
"2","CGN"
"3","DCUN1D4"
"4","DIXDC1"
"5","EMP2"
"6","EPHA7"
"7","HEY2"
"8","HEYL"
"9","HNRNPLL"
"10","MGAT5B"
"11","NIPAL3"
"12","NLGN2"
"13","PDGFRA"
"14","PROM1"
"15","RLBP1"
"16","SGCB"
"17","TTLL7"
"18","UCHL1"
"19","VSTM2A"
"20","WFIKKN2"
