"","c1_HuAgeGBsplitRnaseq_100....QGBObyPGBO__"
"1","AC003092.2"
"2","AC015819.1"
"3","AC051619.1"
"4","AC080013.6"
"5","AP000944.1"
"6","C5AR2"
"7","C6orf118"
"8","DDX39BP2"
"9","ETS2"
"10","FAM78A"
"11","HIST1H2BH"
"12","HMX2"
"13","JAK3"
"14","JPT1"
"15","KCNK15"
"16","KLHL13"
"17","OSR1"
"18","OTP"
"19","PGF"
"20","PPIF"
"21","PROC"
"22","RGS10"
"23","RHBDL3"
"24","RN7SL339P"
"25","RN7SL356P"
"26","RNU4-39P"
"27","RPL13P2"
"28","SH2D3A"
"29","SLC25A19"
"30","SLC25A45"
