"","c1_HuAgeGBsplitRnaseq_15....QNPbyTAP__"
"1","ABHD17C"
"2","ACAN"
"3","AKNA"
"4","BOC"
"5","CAPN5"
"6","CRYBA1"
"7","DLX3"
"8","DMRT3"
"9","GAD1"
"10","HBA2"
"11","HMX3"
"12","KCTD14"
"13","MAGEH1"
"14","NECTIN1"
"15","NGFR"
"16","NOMO1"
"17","NTN1"
"18","OPLAH"
"19","PLEKHA7"
"20","PRKCA"
"21","PRX"
"22","RND3"
"23","RPS6KA4"
"24","RTN4RL1"
"25","SDK2"
"26","STOM"
"27","TIMP2"
"28","TMEM109"
"29","TMEM132A"
"30","TTYH2"
