"","c1_HuAgeGBsplitRnaseq_294....PGBObyQGBO__"
"1","A2M"
"2","AC005013.1"
"3","AC008074.3"
"4","AC104794.2"
"5","AC116407.2"
"6","ACAP1"
"7","BAALC"
"8","C19orf66"
"9","DOCK9-AS2"
"10","FAM111A"
"11","LCAT"
"12","PARP9"
"13","SAMD9"
"14","SAMD9L"
"15","SLC12A4"
"16","SP140L"
"17","STAT2"
"18","TLR3"
"19","TM4SF1"
"20","TRIL"
"21","TYMP"
"22","UBA7"
"23","WARS"
