"","c1_HuAgeGBsplitRnaseq_48....PGBObyQGBO__"
"1","AC008537.1"
"2","AC008555.8"
"3","AC010327.4"
"4","AC020910.5"
"5","AC020916.1"
"6","AC025809.1"
"7","AC068870.2"
"8","AC093249.6"
"9","AC099522.2"
"10","ARHGAP33"
"11","FOSL1"
"12","IBA57-AS1"
"13","MIR22HG"
"14","MIR23A"
"15","MIR24-2"
"16","MIR27A"
"17","PKMP3"
"18","RAB24"
"19","TTC9B"
"20","YTHDF3-AS1"
