"","c1_HuAgeGBsplitRnaseq_86....NPCbyNSC__"
"1","CALD1"
"2","CASQ2"
"3","CAVIN3"
"4","ENPEP"
"5","FOXS1"
"6","GUCY1B1"
"7","ITIH3"
"8","JUP"
"9","LGALS4"
"10","LRRC32"
"11","MAP3K13"
"12","MMP11"
"13","MYO1B"
"14","NAT8"
"15","OLFML2B"
"16","PDGFRB"
"17","SHISA4"
"18","TAGLN"
"19","TGFB1I1"
"20","THBS1"
"21","TPM1"
"22","TRNP1"
"23","UNC5B"
