"","c1_HuAgeGBsplitRnaseq_518....QSVZbyPSVZ__"
"1","CLCN5"
"2","CNRIP1"
"3","COL11A2"
"4","CPQ"
"5","DAGLA"
"6","DOCK10"
"7","EMCN"
"8","FMO1"
"9","FOXP2"
"10","FZD8"
"11","GFRA1"
"12","GLUD2"
"13","HHIPL1"
"14","KL"
"15","LGALSL"
"16","LIMCH1"
"17","NPPC"
"18","OTUD3"
"19","PREX2"
"20","SHISA2"
"21","TSPAN7"
"22","WLS"
"23","ZFHX4"
