"","c1_HuAgeGBsplitRnaseq_675....PGBObyQGBO__"
"1","AC009486.1"
"2","AC012462.3"
"3","AC013400.1"
"4","AC026803.2"
"5","AC073352.1"
"6","AC104187.1"
"7","AC117382.2"
"8","AC120024.1"
"9","AC245014.3"
"10","AL121983.1"
"11","AL138966.2"
"12","AL358933.1"
"13","AL449106.1"
"14","AL590096.1"
"15","AL591167.1"
"16","AP003733.4"
"17","ATXN2-AS"
"18","HCG4B"
"19","HIST1H2APS5"
"20","LENEP"
"21","LINC00324"
"22","RF00003"
"23","RNVU1-19"
"24","TPRG1-AS1"
"25","Z93241.1"
"26","ZFX-AS1"
