"InputCategories","UserDefinedCategories","Type","CorrectedPvalues"
"c1_HuAgeGBsplitRnaseq_85","QSVZbyPSVZ__","User",0.00213652556964407
"c1_HuAgeGBsplitRnaseq_186","PSVZbyQSVZ__","User",0.0022153292125107
"c1_HuAgeGBsplitRnaseq_193","QSVZbyPSVZ__","User",0.00232237310529354
"c1_HuAgeGBsplitRnaseq_47","NPCbyNSC__","User",0.00247351023306458
"c1_HuAgeGBsplitRnaseq_101","NPCbyNSC__","User",0.00253223078027343
"c1_HuAgeGBsplitRnaseq_37","PGBCbyQGBC__","User",0.00253482683702282
"c1_HuAgeGBsplitRnaseq_162","QGBObyPGBO__","User",0.00265466674131869
"c1_HuAgeGBsplitRnaseq_832","QSVZbyPSVZ__","User",0.00277386544275676
"c1_HuAgeGBsplitRnaseq_212","NPCbyNSC__","User",0.00301737859073863
"c1_HuAgeGBsplitRnaseq_277","TAPbyQNP__","User",0.00335152473535348
"c1_HuAgeGBsplitRnaseq_583","QSVZbyPSVZ__","User",0.00337922996047844
"c1_HuAgeGBsplitRnaseq_40","TAPbyQNP__","User",0.00343275207637586
"c1_HuAgeGBsplitRnaseq_583","PGBCbyQGBC__","User",0.00354656928022915
"c1_HuAgeGBsplitRnaseq_212","QSVZbyPSVZ__","User",0.00367651939134561
"c1_HuAgeGBsplitRnaseq_60","PSVZbyQSVZ__","User",0.00387846177439052
"c1_HuAgeGBsplitRnaseq_306","QSVZbyPSVZ__","User",0.00401564018665457
"c1_HuAgeGBsplitRnaseq_254","TAPbyQNP__","User",0.00405486005449284
"c1_HuAgeGBsplitRnaseq_37","QGBCbyPGBC__","User",0.00408596221117989
"c1_HuAgeGBsplitRnaseq_456","NSCbyNPC__","User",0.00408892110749957
"c1_HuAgeGBsplitRnaseq_101","NSCbyNPC__","User",0.00435901255433069
"c1_HuAgeGBsplitRnaseq_59","QGBCbyPGBC__","User",0.00448623625140037
"c1_HuAgeGBsplitRnaseq_54","PGBCbyQGBC__","User",0.00459559169105816
"c1_HuAgeGBsplitRnaseq_329","QGBCbyPGBC__","User",0.00477719415580072
"c1_HuAgeGBsplitRnaseq_44","NPCbyNSC__","User",0.00493678455180097
"c1_HuAgeGBsplitRnaseq_161","PGBCbyQGBC__","User",0.00499526883885559
"c1_HuAgeGBsplitRnaseq_49","QSVZbyPSVZ__","User",0.00525296876446263
"c1_HuAgeGBsplitRnaseq_331","NSCbyNPC__","User",0.00688073243686966
"c1_HuAgeGBsplitRnaseq_178","NPCbyNSC__","User",0.00692350517133529
"c1_HuAgeGBsplitRnaseq_186","QGBObyPGBO__","User",0.00700796229483076
"c1_HuAgeGBsplitRnaseq_287","QSVZbyPSVZ__","User",0.00771831101747968
"c1_HuAgeGBsplitRnaseq_964","NPCbyNSC__","User",0.00792010848636553
"c1_HuAgeGBsplitRnaseq_188","NSCbyNPC__","User",0.00803466809553104
"c1_HuAgeGBsplitRnaseq_85","NPCbyNSC__","User",0.0081092227868892
"c1_HuAgeGBsplitRnaseq_832","PSVZbyQSVZ__","User",0.00819561305926582
"c1_HuAgeGBsplitRnaseq_293","PSVZbyQSVZ__","User",0.00831596345946866
"c1_HuAgeGBsplitRnaseq_1590","PSVZbyQSVZ__","User",0.00873372583067323
"c1_HuAgeGBsplitRnaseq_277","PSVZbyQSVZ__","User",0.0094366252000993
"c1_HuAgeGBsplitRnaseq_12","PGBCbyQGBC__","User",0.00945273909479848
"c1_HuAgeGBsplitRnaseq_156","QSVZbyPSVZ__","User",0.0104534110883709
"c1_HuAgeGBsplitRnaseq_186","NSCbyNPC__","User",0.0105962110523798
"c1_HuAgeGBsplitRnaseq_51","NPCbyNSC__","User",0.0110254120485769
"c1_HuAgeGBsplitRnaseq_101","PGBCbyQGBC__","User",0.0113333718504898
"c1_HuAgeGBsplitRnaseq_303","PSVZbyQSVZ__","User",0.0115268321790008
"c1_HuAgeGBsplitRnaseq_40","PSVZbyQSVZ__","User",0.0115268321790008
"c1_HuAgeGBsplitRnaseq_776","PSVZbyQSVZ__","User",0.011967991029269
"c1_HuAgeGBsplitRnaseq_178","PSVZbyQSVZ__","User",0.0123494624729443
"c1_HuAgeGBsplitRnaseq_45","QNPbyTAP__","User",0.0128201944072255
"c1_HuAgeGBsplitRnaseq_277","QSVZbyPSVZ__","User",0.0141856268523567
"c1_HuAgeGBsplitRnaseq_153","QNPbyTAP__","User",0.0143608585847612
"c1_HuAgeGBsplitRnaseq_39","NPCbyNSC__","User",0.0147157082070538
"c1_HuAgeGBsplitRnaseq_49","NPCbyNSC__","User",0.0150137974610141
"c1_HuAgeGBsplitRnaseq_1614","QSVZbyPSVZ__","User",0.0157157439916282
"c1_HuAgeGBsplitRnaseq_303","NPCbyNSC__","User",0.0163556692653499
"c1_HuAgeGBsplitRnaseq_186","TAPbyQNP__","User",0.0167403163853509
"c1_HuAgeGBsplitRnaseq_253","QSVZbyPSVZ__","User",0.0169562850133415
"c1_HuAgeGBsplitRnaseq_55","NPCbyNSC__","User",0.0169670120227613
"c1_HuAgeGBsplitRnaseq_690","NPCbyNSC__","User",0.0173993551433111
"c1_HuAgeGBsplitRnaseq_306","QNPbyTAP__","User",0.0175306381568002
"c1_HuAgeGBsplitRnaseq_44","TAPbyQNP__","User",0.0176707468622061
"c1_HuAgeGBsplitRnaseq_62","NPCbyNSC__","User",0.0180727073387012
"c1_HuAgeGBsplitRnaseq_56","NSCbyNPC__","User",0.020393449502113
"c1_HuAgeGBsplitRnaseq_681","PSVZbyQSVZ__","User",0.0216074515895396
"c1_HuAgeGBsplitRnaseq_49","PSVZbyQSVZ__","User",0.0221684184620748
"c1_HuAgeGBsplitRnaseq_43","NPCbyNSC__","User",0.0245136277305176
"c1_HuAgeGBsplitRnaseq_329","NPCbyNSC__","User",0.0251419581226296
"c1_HuAgeGBsplitRnaseq_776","TAPbyQNP__","User",0.0259964483064452
"c1_HuAgeGBsplitRnaseq_295","QSVZbyPSVZ__","User",0.025999229421513
"c1_HuAgeGBsplitRnaseq_277","NPCbyNSC__","User",0.0272526566735827
"c1_HuAgeGBsplitRnaseq_51","QGBObyPGBO__","User",0.0273863344882772
"c1_HuAgeGBsplitRnaseq_583","NPCbyNSC__","User",0.0278634121406111
"c1_HuAgeGBsplitRnaseq_764","PSVZbyQSVZ__","User",0.028161064815645
"c1_HuAgeGBsplitRnaseq_181","NSCbyNPC__","User",0.0332859741920626
"c1_HuAgeGBsplitRnaseq_446","QSVZbyPSVZ__","User",0.0349268967254006
"c1_HuAgeGBsplitRnaseq_151","PSVZbyQSVZ__","User",0.0365417556946056
"c1_HuAgeGBsplitRnaseq_832","NPCbyNSC__","User",0.0385422118015337
"c1_HuAgeGBsplitRnaseq_50","PGBCbyQGBC__","User",0.0387113024065957
"c1_HuAgeGBsplitRnaseq_82","NSCbyNPC__","User",0.0397997717372232
"c1_HuAgeGBsplitRnaseq_214","TAPbyQNP__","User",0.0454650477790763
"c1_HuAgeGBsplitRnaseq_44","QNPbyTAP__","User",0.0463672923560793
"c1_HuAgeGBsplitRnaseq_704","QNPbyTAP__","User",0.0484776007605409
