"","c1_HuAgeGBsplitRnaseq_84....NSCbyNPC__"
"1","ACOX3"
"2","B3GALNT1"
"3","FCHSD2"
"4","IDUA"
"5","KIAA0232"
"6","LCORL"
"7","LYAR"
"8","MAN2B2"
"9","MFSD10"
"10","MRFAP1"
"11","MRPL19"
"12","N4BP2"
"13","NELFA"
"14","NFXL1"
"15","NSD2"
"16","PBX4"
"17","RBPJ"
"18","RFC1"
"19","RGS12"
"20","RNF4"
"21","SH3BP2"
"22","SLBP"
"23","TNIP2"
"24","TRMT44"
"25","UGDH"
