"","c1_HuAgeGBsplitRnaseq_408....NPCbyNSC__"
"1","ACSS2"
"2","CELSR1"
"3","DLX5"
"4","DUSP15"
"5","ELMOD3"
"6","GALNT15"
"7","GGT7"
"8","GLRB"
"9","GRIA2"
"10","HID1"
"11","KIF3B"
"12","KNDC1"
"13","MACROD1"
"14","MSX1"
"15","NKAIN1"
"16","PDRG1"
"17","RASL12"
"18","SH2D3C"
"19","SP8"
"20","TBC1D24"
"21","TNNT3"
"22","ZDHHC1"
