"","c1_HuAgeGBsplitRnaseq_223....NSCbyNPC__"
"1","CAD"
"2","CHRM4"
"3","CLIC1"
"4","EIF3D"
"5","FER"
"6","FOXRED2"
"7","HACD4"
"8","HAUS6"
"9","HEXB"
"10","HIST1H1E"
"11","HMGXB4"
"12","IMPDH2"
"13","IPO11"
"14","LSM11"
"15","MPDZ"
"16","MSN"
"17","MYC"
"18","NME4"
"19","NOP53"
"20","PCYOX1"
"21","PIDD1"
"22","POC5"
"23","PPIC"
"24","PRICKLE3"
"25","RNF180"
"26","TUBB4B"
"27","UHRF1"
