"","c1_HuAgeGBsplitRnaseq_1421....QGBObyPGBO__"
"1","AC010468.1"
"2","AC091891.2"
"3","AC093323.3"
"4","AC112907.2"
"5","AC116614.1"
"6","ANXA2P2"
"7","CCT6P2"
"8","DYNC1I2P1"
"9","ERICH2"
"10","FABP6"
"11","GPR182"
"12","HSPD1P4"
"13","ICA1"
"14","LINC01703"
"15","LINC02080"
"16","PPIAP65"
"17","RAB11FIP4"
"18","ZNF428"
