"","c1_HuAgeGBsplitRnaseq_17....TAPbyQNP__"
"1","C6orf118"
"2","CACHD1"
"3","CCDC84"
"4","CD300E"
"5","CHORDC1"
"6","CR1"
"7","DISP1"
"8","FAM135B"
"9","HIF1A"
"10","HIST1H2AB"
"11","HIST1H2BL"
"12","HIST1H4B"
"13","HIST1H4L"
"14","IFNGR1"
"15","KLHL13"
"16","MSH2"
"17","NLRP12"
"18","PGF"
"19","PPIF"
"20","PPP1R14C"
"21","SHC4"
"22","SRSF6"
"23","STAR"
"24","SYTL3"
"25","TGIF1"
"26","TMEM176B"
"27","TNFAIP8"
