"","c1_HuAgeGBsplitRnaseq_293....QGBCbyPGBC__"
"1","AC008403.3"
"2","AC016575.1"
"3","AC073195.1"
"4","ACADS"
"5","AL137145.1"
"6","AL137145.2"
"7","AL353796.1"
"8","AL391069.4"
"9","ANKRD16"
"10","ARHGAP21"
"11","BEND7"
"12","CDNF"
"13","DIP2C"
"14","ENKUR"
"15","FARP2"
"16","FNDC8"
"17","KMT2E-AS1"
"18","NSUN6"
"19","SNHG26"
