"","c1_HuAgeGBsplitRnaseq_95....NSCbyNPC__"
"1","AARD"
"2","ABRACL"
"3","AFF3"
"4","AKNA"
"5","ARHGEF10L"
"6","CCT8L2"
"7","CDCA7"
"8","CHRM1"
"9","DCAF12L2"
"10","DMRTB1"
"11","FAM118A"
"12","GABRD"
"13","MMACHC"
"14","ORM2"
"15","PAQR9"
"16","PDIK1L"
"17","PHKA2"
"18","RNF19B"
"19","RPS6KA4"
"20","SSTR1"
"21","STOM"
"22","TRPV4"
"23","WNT7B"
